"compartment","state","gene","donors","samples","cells","mean_expression","pct_expressing","aggregation","mean_expression_z"
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","NFKB1",14,18,593,0.570988496189155,0.358523409292049,"Sample-first; samples equal-weighted",0.362845543326358
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","PLAUR",14,18,593,3.3930388394728,0.501021945593087,"Sample-first; samples equal-weighted",1.75635664359413
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","ICAM1",14,18,593,0.438775296591967,0.159942962624792,"Sample-first; samples equal-weighted",-0.483570399231231
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","CXCL8",14,18,593,2.75533998481658,0.32597847447732,"Sample-first; samples equal-weighted",0.192240636432886
"Colonic epithelium","Non ileal enterocyte DUOXA2pos CXCL11pos","OSM",14,18,593,0.00142450142450142,0.00142450142450142,"Sample-first; samples equal-weighted",-0.35974374286714
"Colonic epithelium","Non ileal enterocyte PLCG2hi","IL1B",18,29,3729,0.0177566811891068,0.0146518514764806,"Sample-first; samples equal-weighted",-0.356608911219301
"Colonic epithelium","Non ileal enterocyte PLCG2hi","IL6",18,29,3729,0.00076252118508896,0.00076252118508896,"Sample-first; samples equal-weighted",-0.596710849732704
"Colonic epithelium","Non ileal enterocyte PLCG2hi","CXCL10",18,29,3729,0.00407278077486541,0.00308034322017463,"Sample-first; samples equal-weighted",-0.635655302454026
"Colonic epithelium","Non ileal enterocyte PLCG2hi","CCL2",18,29,3729,0.0141361695951998,0.0135327448538441,"Sample-first; samples equal-weighted",-0.639772185249586
"Colonic epithelium","Non ileal enterocyte PLCG2hi","NFKB1",18,29,3729,0.181844451638635,0.116773316193907,"Sample-first; samples equal-weighted",-1.04797668408104
"Colonic epithelium","Non ileal enterocyte PLCG2hi","PLAUR",18,29,3729,0.127159508302127,0.0832296214430207,"Sample-first; samples equal-weighted",-0.584177491833577
"Colonic epithelium","Non ileal enterocyte PLCG2hi","ICAM1",18,29,3729,0.0166384765343381,0.0162372763433986,"Sample-first; samples equal-weighted",-0.798843965554373
"Colonic epithelium","Non ileal enterocyte PLCG2hi","CXCL8",18,29,3729,0.171597036711131,0.0713391318275699,"Sample-first; samples equal-weighted",-0.472813517145314
"Colonic epithelium","Non ileal enterocyte PLCG2hi","OSM",18,29,3729,0.000931966449207829,0.000931966449207829,"Sample-first; samples equal-weighted",-0.362767452453201
"Colonic epithelium","Non ileal goblet","IL1B",16,27,2885,0.0703965529042071,0.034994051333527,"Sample-first; samples equal-weighted",-0.347201267894165
"Colonic epithelium","Non ileal goblet","IL6",16,27,2885,0.00325199169117583,0.00325199169117583,"Sample-first; samples equal-weighted",-0.588598313255337
